id,domanda,risposta_a,risposta_b,risposta_c,risposta_d,corretta,macrocategoria,is_situazionale,efficace_alta,efficace_neutra,efficace_bassa,created_at,deleted_globally,risposta_e
1778852926456-4,"Nel team c'è un collaboratore molto attento, preciso e analitico. Quando viene lanciato un nuovo progetto tuttavia, tende a rallentare i lavori del gruppo, si mostra scettico, individua sempre e solo i rischi e gli aspetti negativi di una situazione e fatico a coinvolgerlo con energia nel progetto.","A Lo accetto per quello che è: farò in modo da ora in avanti che sia meno coinvolto in queste fasi del progetto, sfruttandolo di più in altre attività dove precisione e analisi sono competenze vincenti.","B Incontro questo collaboratore e portando esempi concreti, provo a fornirgli un feedback su questo suo particolare comportamento e lo esorto a trovare nuove strade e un approccio più positivo.","C Organizzo un role playing facendomi aiutare da un formatore esperto: simuliamo una riunione di avvio di un progetto e consegniamo a ciascun componente del gruppo un 'personaggio' da interpretare (es. lo scettico, l'innovatore, l'entusiasta, l'economista...) facendo in modo che a questo collaboratore venga assegnato un ruolo positivo, nel quale deve riuscire a individuare anche aspetti positivi o che creino entusiasmo e partecipazione. Potremmo continuare a utilizzare questo metodo anche in situazioni reali. Non sarà facile, ma con la pratica, si potrebbe rivelare molto utile.",,,Situazionali,true,C,B,A,2026-05-15 21:10:33.313064,false,
1778852926457-5,"Una mia collega, di un altro ufficio, si è dimessa all'improvviso e hanno chiesto a me di dirigere ad interim anche l'altro gruppo. Tuttavia non ci sono stati passaggi di consegne e i nuovi collaboratori sono molto diffidenti nei miei confronti, dato il mio doppio impegno","Programmo un brief con il mio gruppo, spiegando la situazione e facendo appello a tutta la loro pazienza e disponibilità, proprio perché nei prossimi tempi sarò costretto a mantenere questo doppio incarico. Evito di delegare in questa fase perché non conosco bene il personale dell'altro ufficio.","Programmo un brief con l'altro gruppo, spiegando la situazione e facendo appello a tutta la loro pazienza e disponibilità, proprio perché nei prossimi tempi sarò costretto a mantenere questo doppio incarico. In entrambi gli uffici provo ad individuare un/una referente per garantirmi un maggior flusso di informazioni e all'occorrenza, maggiori possibilità di delega","Individuo nel mio gruppo la persona con maggiori capacità e competenze e le delego le principali attività. Scaricandomi un po' di alcuni compiti, potrò meglio dedicarmi anche all'altro ufficio.",,,Situazionali,true,B,C,A,2026-05-15 21:10:33.313064,false,
1778852926457-6,"Una persona molto performante, di recente appare particolarmente distratta, sta infatti attraversando una brutta separazione in famiglia e tu da poco ne sei venuto/a al corrente, cosa fai?",Cerchi di evitare di assegnarle incarichi per i quali occorre concentrazione e precisione. Ti mostri disponibile al dialogo ma aspetti che sia lei eventualmente ad affrontare il problema.,Chiedi di incontrare qualcuno delle Risorse Umane per un consiglio,Fissi un appuntamento e vai dritto al punto: è naturale che le questioni personale possano minacciare la nostra stabilità ma non possono intervenire in alcun modo sul lavoro. Al massimo consigli un periodo di ferie.,,,Situazionali,true,A,B,C,2026-05-15 21:10:33.313064,false,
1778852926457-7,I componenti del tuo gruppo di lavoro sono in affanno e non riescono a trovare una soluzione ad un problema specifico. Generalmente hanno prodotto performance positive anche perché sei riuscito a creare all'interno del gruppo un clima di collaborazione in cui vengono valorizzati i contributi di tutti e le relazioni tra loro sono buone.,A Lasci che il gruppo risolva da solo,B Intervieni rapidamente per correggere e indirizzare il gruppo verso una soluzione,C Incoraggi il gruppo a lavorare sul problema e offri il tuo supporto,,,Situazionali,true,C,B,A,2026-05-15 21:10:33.313064,false,
1778853162716-30,Quale opzione di avvio avanzata consente di lanciare Windows 10 con i driver di base?,Modalità Provvisoria.,Avvio Semplificato.,Avvio di Base.,,A,Uso_delle_tecnologie,false,,,,2026-05-15 21:10:33.313064,false,
1778853432196-1,"Ai sensi dell'art. 15 del d.lgs. 36/2023, le stazioni appaltanti e gli enti concedenti nominano il RUP:","Tra i dipendenti della stazione appaltante o dell'ente concedente, assunti anche a tempo determinato.",Solo tra professionisti esterni alla stazione appaltante.,"Solo tra i dipendenti della stazione appaltante o dell'ente concedente, assunti a tempo indeterminato.",,A,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778853432196-10,"Un autobus è partito alle ore 11 e 53 minuti, con un ritardo di 45 minuti. Quale doveva essere l'ora di partenza?",Le 12 e 38 minuti.,Le 11 e 08 minuti.,Le 11 e 18 minuti.,,B,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778853432196-11,Quale dei seguenti termini può sostituire la parola inganno senza modificare il significato della frase ove essa è inserita?,Arbitrio.,Suggestione.,Imbroglio.,,C,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778853432196-12,Negare la frase “Ogni elefante barrisce” significa affermare che:,nessun elefante barrisce,c’è almeno un elefante che non barrisce,ogni elefante non barrisce,,B,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778853432196-13,"Continuare la sequenza: REALIZZABILE, ESEGUIBILE:","CONSIDEREVOLE, DIFFUSO.","SUBITANEO, INEFFABILE.","POSSIBILE, FATTIBILE.",,C,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778853432196-14,Quale dei seguenti Paesi è logico eliminare dal gruppo proposto? NIGERIA - GIAPPONE - ETIOPIA - LIBIA - SENEGAL.,Senegal.,Etiopia.,Giappone.,,C,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778853432196-15,Complete the sentence by using one of the options given: My dad thanked me ______ finding his phone.,For.,Of.,On.,,A,Inglese,false,,,,2026-05-15 21:10:33.313064,false,
1778853432196-16,"Complete the sentence by using one of the options given: According to the school rules, all the students ______ wear a uniform.",Must.,Can.,Have to.,,A,Inglese,false,,,,2026-05-15 21:10:33.313064,false,
1778853432196-2,Quale è il nome dell'assistente virtuale in ambiente Windows 10 e 11?,Siri.,Cortana.,Alexa.,,B,Uso_delle_tecnologie,false,,,,2026-05-15 21:10:33.313064,false,
1778853432196-3,Quale delle seguenti funzioni di Excel è di tipo condizionale?,CONTA.,SOMMA.SE.,CONDIZIONE.CONTA.,,B,Uso_delle_tecnologie,false,,,,2026-05-15 21:10:33.313064,false,
1778853432196-7,"Se A=2, B=1, C=4, quale delle seguenti affermazioni è sicuramente vera?",B<A.,A>C.,B>C.,,A,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778853432196-8,Completate la frase in modo che le due proposizioni siano logicamente equivalenti. Chi fuma non si ama;  Tutti coloro che fumano ..... .,Si amano.,Non si amano.,Potrebbero non amarsi.,,B,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778853432196-9,"Quale dei termini proposti, inserito tra le parentesi, assume un significato associabile sia al termine che precede che a quello che segue: Proprietà ( ) Affetto.",Bene.,Uso.,Smanceria.,,A,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778853432197-17,Gli artt. 4 e 5 della l. n. 241/1990 disciplinano il processo di individuazione del responsabile del procedimento. La norma prevede:,"L’obbligo per la p.a. di determinare preventivamente, per ciascun tipo di procedimento, l’unità organizzativa responsabile dell’istruttoria, di ogni altro adempimento procedimentale, nonché dell’adozione del provvedimento finale. Tale determinazione va resa pubblica secondo quanto previsto dai singoli ordinamenti.","L’obbligo per la p.a. di determinare preventivamente, per ciascuna delle quattro fasi del procedimento, un responsabile, nonché l’obbligo in capo al dirigente di ciascuna unità organizzativa di nominare un responsabile per l’adozione del provvedimento finale. Tale determinazione non necessita di pubblicazione.","L’obbligo per la p.a. di determinare preventivamente, per ciascun tipo di procedimento, l’unità organizzativa responsabile dell’istruttoria, di ogni altro adempimento procedimentale, nonché dell’adozione del provvedimento finale. Tale determinazione non necessita di pubblicazione.",,A,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778853432197-18,"Secondo quanto previsto dall'art. 63 del decreto legislativo 165/2001 e ss.mm.ii, a chi sono devolute, in generale, tutte le controversie relative ai rapporti di lavoro alle dipendenze delle pubbliche amministrazioni di cui all'articolo 1, comma 2, del medesimo decreto?",Alla Corte dei Conti.,"Al giudice ordinario, in funzione di giudice del lavoro.",Al giudice amministrativo.,,B,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778853432197-19,Le pubbliche amministrazioni non possono conferire ai dipendenti incarichi:,se sono compresi nei compiti e doveri di ufficio,non compresi nei compiti e doveri di ufficio in nessun caso,"non compresi nei compiti e doveri di ufficio, che non siano espressamente previsti o disciplinati da legge o altre fonti normative, o che non siano espressamente autorizzati",,C,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778853432197-20,"In una rete di computer, è possibile stampare sulle stampanti connesse ad altri PC della rete?","Si, ma esclusivamente se la stampante locale è impegnata ad effettuare un'altra stampa","No, si possono usare solo le stampanti direttamente connesse al PC","Sì, se queste sono condivise",,C,Uso_delle_tecnologie,false,,,,2026-05-15 21:10:33.313064,false,
1778853432197-21,____ umbrella is this?,Whom,Who's,Whose,,C,Inglese,false,,,,2026-05-15 21:10:33.313064,false,
1778853432197-22,"Entro il 30 giugno di ciascun anno le amministrazioni di appartenenza sono tenute a comunicar per ciascuno dei propri dipendenti e distintamente per ogni incarico conferito o autorizzato, i compensi, relativi all'anno precedente",alla Regione di appartenenza,al Dipartimento della funzione pubblica,al Ministero della Transizione ecologica,,B,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778853432197-24,Rosaria è sorella di Arturo; Arturo è il figlio di Lucia; Lucia è la mamma di Antonio e di Rosaria; Diego è figlio di Arturo. Da tali premesse è possibile dedurre che:,Antonio è lo zio di Diego,Rosaria è sorella di Diego,Diego e Antonio sono fratelli,,A,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778853562753-1,Hai necessità di presentare un nuovo progetto ad un comitato di cittadini (o un'Associazione) particolarmente critica verso le soluzioni adottate dal tuo ufficio a prescindere. Quale potrebbe essere la modalità migliore per far comprendere la bontà delle vostre scelte come amministrazione?,Durante un incontro con il Comitato dei cittadini dimostri che il progetto nasce da loro istanze e che la proposta dell'amministrazione tiene conto esattamente delle loro esigenze. Ai limiti si può ricominciare da capo,Devi intanto reperire documentazione sulle ragioni che hanno spinto l'amministrazione ad intraprendere il nuovo progetto. Poi convochi un incontro con il Comitato dei cittadini e parti proprio da quelle che erano le loro osservazioni per mostrare la soluzione prospettata dall'azienda. Ti mostri aperto ad ascoltare il loro giudizio per modificare eventualmente in alcuni punti il progetto originario,Nell'incontro con il Comitato dei cittadini mostri i vantaggi che possono derivare dal progetto specie per loro. Il progetto del resto ha tenuto conto delle loro istanze come avrai modo di dimostrare loro,,,Situazionali,true,B,C,A,2026-05-15 21:10:33.313064,false,
1778853562753-2,"Da tempo, cerchi di contribuire al business aziendale proponendo idee e proposte al tuo capo, ma alcune volte ti ha detto “pare una buona idea”, ci penserò e ti farò sapere. Altre volte ti ha bocciato senza nemmeno leggere la tua proposta. Da che, hai pensato che ci siano problemi e quindi devi trovare una soluzione","Parlerò con il mio capo prima possibile, per capire quali problemi ci siano da parte sua sul mio conto e sulla mia professionalità","Ho deciso di non perdere più tempo nel formulare proposte e idee, tanto sono partite perse in partenza. Forse, siamo due personalità forti e decise, e quindi non ci potrà essere una soluzione","Continuerò a lavorare come ho fatto fino ad ora, prima o poi qualche mia idea verrà capita ed accettata",,,Situazionali,true,A,C,B,2026-05-15 21:10:33.313064,false,
1778853562753-3,"Questa mattina un tuo collaboratore, responsabile del settore organizzativo, è venuto nel tuo ufficio, e ti ha portato un documento su come si potrebbe migliorare una procedura di lavoro, che sostiene ci dovrebbe fare risparmiare sui costi","Mi complimento, ma per il momento cerchiamo di lavorare bene con le procedure messe a nostra disposizione, in futuro magari potrei mettere all’attenzione la proposta all’ufficio della direzione","Mi complimento per l’impegno del collaboratore nel suggerire come risparmiare sui costi, ma su questo esiste un ufficio specifico presso la direzione e anche una nostra proposta potrebbe essere vissuta come un invasione di campo","Mi complimento con il collaboratore per questa iniziativa, e propongo di sottoporla all’ufficio organizzazione della direzioni affinché possano decide sulla fattibilità",,,Situazionali,true,C,A,B,2026-05-15 21:10:33.313064,false,
